Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell type]	Characteristics[time]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[infect]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number	Factor Value[infect]	Factor Value[cell type]
1771-026-187-H1	ERS1064254	SAMEA3877120	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-187-H1	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-187-H1	sequencing assay	ERX1348651	1771-026-187-H1.fastq.gz	1771-026-187-H1.fastq.gz	ERR1277064	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/004/ERR1277064/ERR1277064_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
1771-026-187-H1	ERS1064254	SAMEA3877120	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-187-H1	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-187-H1	sequencing assay	ERX1348651	1771-026-187-H1.fastq.gz	1771-026-187-H1.fastq.gz	ERR1277064	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/004/ERR1277064/ERR1277064_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
1771-026-187-H7	ERS1064255	SAMEA3877121	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-187-H7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-187-H7	sequencing assay	ERX1348652	1771-026-187-H7.fastq.gz	1771-026-187-H7.fastq.gz	ERR1277065	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/005/ERR1277065/ERR1277065_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
1771-026-187-H7	ERS1064255	SAMEA3877121	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-187-H7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-187-H7	sequencing assay	ERX1348652	1771-026-187-H7.fastq.gz	1771-026-187-H7.fastq.gz	ERR1277065	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/005/ERR1277065/ERR1277065_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
1771-026-190-A2	ERS1064256	SAMEA3877122	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A2	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A2	sequencing assay	ERX1348653	1771-026-190-A2.fastq.gz	1771-026-190-A2.fastq.gz	ERR1277066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/006/ERR1277066/ERR1277066_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A2	ERS1064256	SAMEA3877122	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A2	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A2	sequencing assay	ERX1348653	1771-026-190-A2.fastq.gz	1771-026-190-A2.fastq.gz	ERR1277066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/006/ERR1277066/ERR1277066_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A4	ERS1064257	SAMEA3877123	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A4	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A4	sequencing assay	ERX1348654	1771-026-190-A4.fastq.gz	1771-026-190-A4.fastq.gz	ERR1277067	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/007/ERR1277067/ERR1277067_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A4	ERS1064257	SAMEA3877123	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A4	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A4	sequencing assay	ERX1348654	1771-026-190-A4.fastq.gz	1771-026-190-A4.fastq.gz	ERR1277067	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/007/ERR1277067/ERR1277067_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A6	ERS1064258	SAMEA3877124	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A6	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A6	sequencing assay	ERX1348655	1771-026-190-A6.fastq.gz	1771-026-190-A6.fastq.gz	ERR1277068	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/008/ERR1277068/ERR1277068_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A6	ERS1064258	SAMEA3877124	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A6	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A6	sequencing assay	ERX1348655	1771-026-190-A6.fastq.gz	1771-026-190-A6.fastq.gz	ERR1277068	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/008/ERR1277068/ERR1277068_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A7	ERS1064259	SAMEA3877125	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A7	sequencing assay	ERX1348656	1771-026-190-A7.fastq.gz	1771-026-190-A7.fastq.gz	ERR1277069	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/009/ERR1277069/ERR1277069_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A7	ERS1064259	SAMEA3877125	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A7	sequencing assay	ERX1348656	1771-026-190-A7.fastq.gz	1771-026-190-A7.fastq.gz	ERR1277069	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/009/ERR1277069/ERR1277069_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A9	ERS1064260	SAMEA3877126	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A9	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A9	sequencing assay	ERX1348657	1771-026-190-A9.fastq.gz	1771-026-190-A9.fastq.gz	ERR1277070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/000/ERR1277070/ERR1277070_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-A9	ERS1064260	SAMEA3877126	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-A9	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-A9	sequencing assay	ERX1348657	1771-026-190-A9.fastq.gz	1771-026-190-A9.fastq.gz	ERR1277070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/000/ERR1277070/ERR1277070_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B1	ERS1064261	SAMEA3877127	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B1	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B1	sequencing assay	ERX1348658	1771-026-190-B1.fastq.gz	1771-026-190-B1.fastq.gz	ERR1277071	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/001/ERR1277071/ERR1277071_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B1	ERS1064261	SAMEA3877127	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B1	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B1	sequencing assay	ERX1348658	1771-026-190-B1.fastq.gz	1771-026-190-B1.fastq.gz	ERR1277071	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/001/ERR1277071/ERR1277071_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B10	ERS1064262	SAMEA3877128	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B10	sequencing assay	ERX1348659	1771-026-190-B10.fastq.gz	1771-026-190-B10.fastq.gz	ERR1277072	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/002/ERR1277072/ERR1277072_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B10	ERS1064262	SAMEA3877128	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B10	sequencing assay	ERX1348659	1771-026-190-B10.fastq.gz	1771-026-190-B10.fastq.gz	ERR1277072	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/002/ERR1277072/ERR1277072_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B11	ERS1064263	SAMEA3877129	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B11	sequencing assay	ERX1348660	1771-026-190-B11.fastq.gz	1771-026-190-B11.fastq.gz	ERR1277073	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/003/ERR1277073/ERR1277073_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B11	ERS1064263	SAMEA3877129	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B11	sequencing assay	ERX1348660	1771-026-190-B11.fastq.gz	1771-026-190-B11.fastq.gz	ERR1277073	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/003/ERR1277073/ERR1277073_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B12	ERS1064264	SAMEA3877130	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B12	sequencing assay	ERX1348661	1771-026-190-B12.fastq.gz	1771-026-190-B12.fastq.gz	ERR1277074	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/004/ERR1277074/ERR1277074_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B12	ERS1064264	SAMEA3877130	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B12	sequencing assay	ERX1348661	1771-026-190-B12.fastq.gz	1771-026-190-B12.fastq.gz	ERR1277074	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/004/ERR1277074/ERR1277074_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B2	ERS1064265	SAMEA3877131	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B2	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B2	sequencing assay	ERX1348662	1771-026-190-B2.fastq.gz	1771-026-190-B2.fastq.gz	ERR1277075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/005/ERR1277075/ERR1277075_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B2	ERS1064265	SAMEA3877131	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B2	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B2	sequencing assay	ERX1348662	1771-026-190-B2.fastq.gz	1771-026-190-B2.fastq.gz	ERR1277075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/005/ERR1277075/ERR1277075_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B6	ERS1064266	SAMEA3877132	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B6	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B6	sequencing assay	ERX1348663	1771-026-190-B6.fastq.gz	1771-026-190-B6.fastq.gz	ERR1277076	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/006/ERR1277076/ERR1277076_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B6	ERS1064266	SAMEA3877132	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B6	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B6	sequencing assay	ERX1348663	1771-026-190-B6.fastq.gz	1771-026-190-B6.fastq.gz	ERR1277076	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/006/ERR1277076/ERR1277076_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B7	ERS1064267	SAMEA3877133	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B7	sequencing assay	ERX1348664	1771-026-190-B7.fastq.gz	1771-026-190-B7.fastq.gz	ERR1277077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/007/ERR1277077/ERR1277077_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-B7	ERS1064267	SAMEA3877133	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-B7	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-B7	sequencing assay	ERX1348664	1771-026-190-B7.fastq.gz	1771-026-190-B7.fastq.gz	ERR1277077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/007/ERR1277077/ERR1277077_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-C10	ERS1064268	SAMEA3877134	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-C10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-C10	sequencing assay	ERX1348665	1771-026-190-C10.fastq.gz	1771-026-190-C10.fastq.gz	ERR1277078	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/008/ERR1277078/ERR1277078_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-C10	ERS1064268	SAMEA3877134	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-C10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-C10	sequencing assay	ERX1348665	1771-026-190-C10.fastq.gz	1771-026-190-C10.fastq.gz	ERR1277078	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/008/ERR1277078/ERR1277078_2.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
1771-026-190-C11	ERS1064269	SAMEA3877135	Mus musculus	CD4+ T cell	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg, Kylie James	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg, Kylie James	1771-026-190-C11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	1771-026-190-C11	sequencing assay	ERX1348666	1771-026-190-C11.fastq.gz	1771-026-190-C11.fastq.gz	ERR1277079	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR127/009/ERR1277079/ERR1277079_1.fastq.gz	2	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
